,sac_0,sac_1,sac_2,sac_3,sac_4,sac_5,sac_6,sac_7,sac_8,sac_9,sac_10
0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
1,9998.118885726928,9961.55,10008.731439342497,9994.15552309036,9994.009352703095,9978.660220813754,10008.427377605438,10007.307653760909,9972.774889154432,10011.534170360566,9993.526951255799
2,9819.43857204437,9774.690221385956,9854.59000234604,9908.294911479947,9829.389074821473,9817.540069446566,9941.903871736526,9899.178830480572,9828.961060113908,9851.321002130508,9852.530761598588
3,9586.308975906371,9530.80643438816,9652.43132572651,9785.480123014448,9596.927041978835,9555.40580787659,9807.527590951919,9671.814399566649,9599.21399676323,9671.294675049783,9645.721037122248
4,9493.217118935583,9449.213230509758,9526.669838147161,9657.6889120388,9502.88491337776,9477.477534198762,9721.747924613952,9556.480969362257,9511.301886110306,9596.522776694297,9549.320510398864
5,9484.96027626991,9428.281854338646,9550.312737786768,9679.341490888592,9530.358544840814,9515.080092258455,9780.000854578018,9541.054519977568,9538.381972980498,9629.543567931654,9567.731591185093
6,9537.316269245146,9475.753262791633,9597.161390697955,9711.547960071559,9597.192640490532,9603.406947727204,9803.283922662733,9605.487272386548,9620.345653924942,9698.318199772835,9624.98135197711
7,9332.353331270217,9262.273731122015,9338.990982377529,9560.603516502377,9416.083547363281,9361.026835575105,9634.221997289656,9403.013875541685,9331.676682853698,9447.077073941235,9408.73215738368
8,9518.416448469163,9429.380550894737,9463.246341059206,9702.179709672924,9566.826941022873,9503.774255199432,9772.012841758728,9503.815356035231,9447.223788728714,9557.630585699084,9546.45068185401
9,9231.400009241102,9184.537763590812,9206.890901157854,9447.651848754878,9355.114613637923,9266.327544536593,9586.412136602401,9343.399589004513,9227.889379863738,9380.87313988686,9323.049692627668
10,9213.517022628783,9129.089702496529,9223.98614310026,9415.23933056831,9375.652196798326,9317.36653076172,9633.705326042174,9390.878156633376,9271.93969057083,9388.398971138002,9335.97730707383
11,9063.120797109603,8975.608834557532,9095.817819926737,9201.906241464612,9253.49095395088,9204.56232152939,9424.955194883347,9292.43326370239,9172.821225538251,9268.99114883423,9195.370780149697
12,9133.273725805282,9028.741287922858,9159.941486785412,9294.976431379315,9306.567570128442,9224.506549110414,9493.507783765792,9369.598243551252,9210.968895683289,9379.236063141823,9260.131803727387
13,9314.180963339804,9148.05190589428,9326.047082054614,9306.738714427944,9365.478528027536,9327.540096940995,9596.779254164694,9500.401268768308,9337.309186763763,9345.444947295191,9356.797194767712
14,9161.555318212508,8911.673539595604,9152.060248548984,9177.48192617416,9250.537672414779,9211.880997753145,9532.367868661879,9384.372874946592,9161.171933002472,9238.71619243145,9218.181857174157
15,9403.425595960618,9038.774407458304,9327.45640280008,9316.213050069804,9373.177846422195,9369.514216098787,9715.824448347092,9576.046547517775,9273.24869389534,9343.494310657981,9373.717551922799
16,9255.954438791274,8905.188822636605,9143.28679717779,9227.974057693476,9262.275776271821,9161.671972942353,9694.298003978729,9516.67981068611,9191.041163072585,9253.846916859151,9261.22177601099
17,9386.086660394667,9030.29386353016,9282.051944506167,9308.349854326245,9332.851189060211,9203.45990299225,9772.230773668287,9578.509605588912,9241.456468119623,9254.172725348473,9338.946298753499
18,9609.773821687699,9235.579949240684,9471.400207173821,9492.854633235927,9530.512190198897,9409.576576538087,9998.1182451725,9800.421907186506,9518.542872915268,9447.104224185945,9551.388462753534
19,9593.672012634275,9238.085874495508,9481.492977287768,9486.995119619365,9523.087558755873,9416.975824260713,9982.273091783523,9810.516034221648,9532.647220573426,9507.75771430731,9557.350342793941
20,9388.859784698487,9050.237754445077,9218.35397817373,9299.003066816325,9330.893946504595,9227.182322788241,9849.680539455414,9725.412385511398,9292.79739449501,9363.375512716773,9374.579668560506
21,9561.892042026519,9208.468913321494,9321.048368556498,9467.718687458033,9396.288211755753,9302.283599357606,9900.296286678313,9807.470809469221,9288.10738919258,9395.966211016179,9464.954051883218
22,9660.111429433822,9354.181534600259,9340.13363473177,9607.811562824247,9487.42591928482,9353.219953060152,9957.529571619032,9799.090276327132,9334.119352407457,9366.017566709519,9525.96408009982
23,9587.842929687498,9294.90945675373,9225.336945307254,9601.823170757289,9350.311454381943,9199.92550245285,9878.216515998838,9657.767084970472,9198.492616033554,9142.481373362541,9413.7107049706
24,9504.227252073286,9101.96025627613,8996.66360306978,9545.363764972682,9318.659201135637,9094.9026877594,9843.615626850127,9569.801543054578,8949.761395740508,8990.774025952816,9291.572935688495
25,9469.561390075683,9080.180019831658,8977.886221497058,9462.520057983395,9285.912318668366,9103.234919128421,9843.402578783034,9622.305447816847,8986.79342941284,9031.449114959241,9286.324549815654
26,9370.082889547346,8985.139256186487,8993.957834603785,9313.239933156965,9226.712985305785,9046.883482933044,9742.667706985472,9588.567607297895,8977.35105934143,9044.34546710968,9228.894822246788
27,9187.758690443037,8819.946699919701,8702.074849832057,9240.691590137478,9115.039980974198,8860.382957324984,9604.429193639753,9449.793417015073,8813.219167537689,8988.606770293713,9078.194331711768
28,9373.74939447403,9039.058964581489,8898.554349305628,9421.975591049191,9302.856298990251,8989.46759885788,9827.297404928207,9624.533105478284,9042.225654582977,9178.814139382841,9269.853250163078
29,9484.742042284011,9202.868128590584,9054.484725027083,9523.70411786079,9437.515360898971,9148.978104019166,9899.650962724685,9785.43257832527,9204.945935497284,9277.873547716143,9402.019550294399
30,9661.020020828248,9386.931623044014,9181.195658025741,9702.34267141342,9603.512896442415,9291.387784404757,10002.58393793106,9915.558116378783,9370.960297784804,9429.759837689402,9554.525284394264
31,9599.981723947523,9335.449742455483,9133.108387513159,9753.28230377197,9588.179137029649,9240.829416770935,10007.750905570983,9893.442147407532,9274.135022277833,9378.892398221495,9520.505118496654
32,9541.114091520309,9317.282091593743,9128.5872076869,9764.733617954253,9579.066847667695,9196.63332942963,10020.543015079498,9896.424827527999,9281.551948099135,9423.180827186108,9514.911780374527
33,9687.85317755699,9469.359188313485,9283.368798501491,9910.301698617932,9750.008410758972,9331.193439025881,10111.363789081573,10029.135143461226,9434.311106052397,9553.761531736853,9656.06562831068
34,9545.81997595787,9327.594165377617,9144.65260089874,9813.824871463772,9607.942930631638,9213.549644222261,10028.36834490776,9957.954494829177,9335.03614077568,9467.771716279985,9544.251488534452
35,9583.92281003952,9368.351273026467,9185.176365027426,9857.166127662656,9640.603428802491,9228.294550685885,10069.921604375839,9987.284068164825,9362.166160440445,9498.580083971026,9578.146647219659
36,9689.391184701917,9496.78116775036,9384.897939291,10002.94438117027,9770.846909856797,9331.331468029024,10181.139523773192,10110.646253032683,9468.820420188904,9602.02180573225,9703.882105352639
37,9675.216036338805,9506.727125239373,9418.119770202635,9914.99288973808,9713.230275945662,9335.480899715423,10072.146848535536,10077.115777130126,9472.98885099411,9568.390627012253,9675.4409100852
38,9631.87441819191,9472.603420624733,9319.051231985091,9858.061301193233,9642.76390230179,9297.531711502077,10001.32575818062,9986.620117759703,9393.842481002806,9505.194818203452,9610.886916094543
39,9834.309953689573,9687.562824883462,9541.333963067531,9991.001387567516,9840.866648712159,9525.70616634369,10189.82824213028,10194.916635217667,9624.329712734223,9703.333565700055,9813.318910004617
40,9841.970960388182,9718.91699452877,9523.95864602804,10067.903360404964,9890.761814050675,9520.22446334839,10222.120533046722,10203.828424262998,9638.02165468216,9699.739767708777,9832.744661844967
41,9871.480739297866,9826.584473204615,9519.912219507692,10160.987041625971,9940.590138540269,9541.384590091706,10234.37787451744,10242.670123662947,9708.381402368545,9733.23122256041,9877.959982537746
42,9930.776988382337,9885.951174283027,9549.115724401472,10205.364984369276,9987.123743572238,9595.015441799165,10264.882740211486,10262.267267398833,9713.985331106187,9723.221813716893,9911.770520924092
43,9997.780990686413,9958.214551405907,9464.459065694806,10337.548012733456,10050.41175745964,9612.360490188601,10308.197473688126,10277.941520586011,9738.014979553222,9750.491858656409,9949.542070065258
44,9913.789731874465,9801.858550763129,9381.656301598548,10239.428788995741,9987.134146604538,9548.41400554657,10308.732342967985,10211.57422691345,9673.931907930373,9771.769550886158,9883.828955408095
45,9976.286497626303,9803.068123812676,9315.409101018904,10256.624425783155,10059.905542931558,9568.5080164814,10362.138162579535,10212.59185610771,9673.370402774812,9829.732849535947,9905.7634978652
46,9987.659348602296,9787.300787625314,9376.711858468054,10214.763111038206,10055.797438545227,9607.835552387238,10338.501263093947,10226.532073020933,9670.27107164383,9807.533611354831,9907.290611577988
47,10114.632950258254,9941.963919520378,9531.979208958146,10292.220220947265,10185.363260450365,9736.541267471315,10426.831553783417,10365.113435506819,9829.75397784233,9947.248690092567,10037.164848483088
48,10116.323678197861,9939.041003470422,9542.006535246372,10302.406987323755,10190.685515670775,9760.12632806778,10441.440529851912,10357.966081247328,9827.064019918444,9966.629759263995,10044.369043825864
49,10129.050940999983,9922.085440945624,9512.07563534498,10301.193672018047,10198.820956840513,9755.064294357302,10469.459527864456,10355.23774230003,9812.950571804047,9974.41008479357,10043.034886726857
50,10189.8578515625,10009.300642981529,9505.974228866096,10386.441239252088,10270.66702682495,9768.76006931305,10505.386947221756,10380.371509666442,9854.882088127137,10053.323801007273,10092.496540482281
51,10309.091985197067,10135.233965201378,9639.406405706404,10516.16153291702,10350.421695184707,9831.473300743104,10580.68019126892,10439.272985877988,9923.878514518738,10147.56418578625,10187.31847624016
52,10397.056861324309,10194.148584113122,9755.86142113447,10530.821330223082,10427.492247800828,9965.08904472351,10646.370511970521,10511.43095187187,10022.063903751372,10195.043319897655,10264.537817681074
53,10397.80346294403,10199.41165242672,9812.208552291391,10557.687949104306,10435.656392526627,9959.282580413821,10667.54031600952,10537.271433935164,10016.925734243394,10185.40538918257,10276.919346307755
54,10355.423121643067,10156.860352978707,9773.309892344474,10517.881922941204,10422.914203233719,9935.665859832765,10636.618898086546,10536.42264286041,9985.175847892762,10134.90417097092,10245.517691278457
55,10265.757258863448,10074.129606051445,9654.187766849991,10428.679477376934,10369.70090508461,9922.333650760651,10578.523192710874,10510.638912086484,9953.784930067064,10063.171898138524,10182.090759799
